ride_date,num_rides,avg_duration_min,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,day_of_week,month
2014-06-04,36068,13.84,69.5,84.9,62.1,6.8,0.06,Wednesday,6
2014-06-05,24619,13.55,67.0,81.0,62.1,7.9,0.4,Thursday,6
2014-06-06,37719,14.53,67.8,75.9,61.0,11.3,0.3,Friday,6
2014-06-07,31204,17.87,71.5,82.0,61.0,6.4,0.0,Saturday,6
2014-06-08,30162,18.07,76.4,84.9,63.0,5.5,0.0,Sunday,6
2014-06-09,18611,12.93,68.0,84.9,62.1,7.0,0.45,Monday,6
2014-06-10,33435,13.35,66.9,75.2,63.0,6.5,0.79,Tuesday,6
2014-06-11,30548,13.42,65.6,75.0,61.0,9.5,0.04,Wednesday,6
2014-06-12,29084,12.58,63.6,75.9,59.0,9.0,0.01,Thursday,6
2014-06-13,18308,12.68,65.7,75.9,59.0,8.4,0.14,Friday,6
2014-06-14,28417,16.76,69.6,75.9,62.1,10.1,1.43,Saturday,6
2014-06-15,28382,17.32,67.6,79.0,61.0,10.0,0.0,Sunday,6
2014-06-16,34932,14.27,72.0,81.0,61.0,5.3,0.0,Monday,6
2014-06-17,35097,14.1,76.7,88.0,64.0,6.7,0.0,Tuesday,6
2014-06-18,35531,13.56,83.2,88.0,70.0,11.2,0.0,Wednesday,6
2014-06-19,31724,13.66,74.8,88.0,68.0,5.4,0.0,Thursday,6
2014-06-20,34405,16.7,73.3,80.1,66.0,8.0,0.0,Friday,6
2014-06-21,30288,17.23,70.0,75.9,62.1,8.4,0.0,Saturday,6
2014-06-22,29417,16.58,70.1,77.0,64.0,6.4,0.0,Sunday,6
2014-06-23,32580,13.95,73.2,82.0,64.0,6.2,0.0,Monday,6
2014-06-24,35897,13.74,73.5,82.0,66.9,10.8,0.0,Tuesday,6
2014-06-25,34340,13.14,75.4,84.0,69.1,10.3,0.0,Wednesday,6
2014-06-26,34846,13.57,77.5,86.0,71.1,6.3,0.07,Thursday,6
2014-06-27,35823,14.69,74.5,86.0,68.0,7.5,0.0,Friday,6
2014-06-28,28507,16.9,75.6,87.1,68.0,5.4,0.0,Saturday,6
2014-06-29,27986,17.31,74.9,87.1,69.1,7.5,0.0,Sunday,6
2014-06-30,33597,13.8,75.8,84.0,69.1,9.0,0.0,Monday,6
2014-07-01,34854,13.23,79.0,88.0,69.1,10.2,0.0,Tuesday,7
2014-07-02,26582,12.61,81.7,91.0,73.0,10.1,0.0,Wednesday,7
2014-07-03,27587,13.29,78.9,91.0,72.0,6.3,0.65,Thursday,7
2014-07-04,13612,15.49,71.1,89.1,64.9,8.5,0.71,Friday,7
2014-07-05,22913,18.27,71.8,82.9,64.9,13.7,0.16,Saturday,7
2014-07-06,23822,20.22,78.2,87.1,64.9,9.5,0.0,Sunday,7
2014-07-07,31863,14.03,81.3,91.9,69.1,11.4,0.0,Monday,7
2014-07-08,32713,13.31,83.8,93.0,72.0,10.7,0.18,Tuesday,7
2014-07-09,34426,13.33,79.5,93.0,72.0,10.2,0.0,Wednesday,7
2014-07-10,36288,13.71,76.3,88.0,70.0,5.5,0.0,Thursday,7
2014-07-11,35000,14.03,76.9,84.9,70.0,6.1,0.0,Friday,7
2014-07-12,28718,16.7,77.0,86.0,70.0,7.0,0.0,Saturday,7
2014-07-13,24869,15.26,75.3,86.0,71.1,10.1,0.0,Sunday,7
2014-07-14,25825,12.62,77.2,84.9,71.1,6.3,0.41,Monday,7
2014-07-15,22963,12.22,76.3,88.0,72.0,7.0,0.57,Tuesday,7
2014-07-16,35391,13.55,73.8,88.0,68.0,6.4,0.93,Wednesday,7
2014-07-17,38619,13.72,75.0,82.9,68.0,4.8,0.0,Thursday,7
2014-07-18,36105,14.46,74.6,82.9,68.0,6.1,0.0,Friday,7
2014-07-19,29291,16.62,73.1,82.0,68.0,6.0,0.0,Saturday,7
2014-07-20,30296,17.06,71.2,77.0,66.9,9.1,0.0,Sunday,7
2014-07-21,35670,13.68,74.0,84.0,66.9,4.4,0.0,Monday,7
2014-07-22,36886,13.63,78.1,87.1,66.9,7.3,0.0,Tuesday,7
2014-07-23,34173,13.11,80.2,89.1,72.0,9.9,0.0,Wednesday,7
2014-07-24,36693,13.74,76.8,89.1,73.0,7.9,0.12,Thursday,7
2014-07-25,36384,14.16,74.6,82.0,66.9,6.9,0.0,Friday,7
2014-07-26,27179,16.45,75.7,82.9,66.9,7.9,0.0,Saturday,7
2014-07-27,27004,16.2,77.5,88.0,71.1,8.5,0.0,Sunday,7
2014-07-28,33189,13.45,78.2,88.0,70.0,9.4,0.26,Monday,7
2014-07-29,37092,13.57,70.6,84.0,64.9,11.4,0.0,Tuesday,7
2014-07-30,37377,13.56,72.5,82.9,64.9,6.5,0.0,Wednesday,7
2014-07-31,35458,13.66,75.1,82.9,64.9,8.6,0.0,Thursday,7
2014-08-01,32654,13.53,76.7,86.0,70.0,7.3,0.0,Friday,8
2014-08-02,26784,16.54,71.1,86.0,64.9,8.7,0.34,Saturday,8
2014-08-03,25276,16.51,69.6,75.9,64.9,4.8,0.12,Sunday,8
2014-08-04,33822,13.99,75.4,84.0,66.0,5.4,0.01,Monday,8
2014-08-05,34392,13.75,79.7,89.1,71.1,4.4,0.0,Tuesday,8
2014-08-06,36336,13.64,76.9,89.1,71.1,7.1,0.0,Wednesday,8
2014-08-07,36362,13.85,75.2,84.0,66.9,8.1,0.0,Thursday,8
2014-08-08,34073,14.12,74.0,82.9,66.0,7.1,0.0,Friday,8
2014-08-09,31636,18.44,77.5,87.1,66.0,4.0,0.0,Saturday,8
2014-08-10,26749,17.21,78.9,87.1,70.0,4.8,0.0,Sunday,8
2014-08-11,33664,13.77,79.7,87.1,71.1,5.9,0.0,Monday,8
2014-08-12,26261,12.03,75.5,87.1,72.0,11.1,0.0,Tuesday,8
2014-08-13,27977,13.22,73.4,86.0,68.0,13.5,0.77,Wednesday,8
2014-08-14,35154,14.36,72.0,86.0,64.0,11.6,0.15,Thursday,8
2014-08-15,32480,13.88,69.6,79.0,63.0,9.2,0.0,Friday,8
2014-08-16,32017,18.71,71.7,79.0,63.0,7.1,0.0,Saturday,8
2014-08-17,27417,16.75,74.7,82.9,66.0,7.7,0.0,Sunday,8
2014-08-18,34339,14.09,72.6,82.9,64.0,8.8,0.01,Monday,8
2014-08-19,35367,13.93,72.5,81.0,64.0,6.9,0.0,Tuesday,8
2014-08-20,35532,14.05,75.4,84.0,64.9,6.2,0.0,Wednesday,8
2014-08-21,33804,13.84,75.0,84.0,69.1,6.3,0.07,Thursday,8
2014-08-22,30406,13.58,71.2,81.0,64.0,7.6,1.2,Friday,8
2014-08-23,26429,16.31,70.1,75.9,66.9,8.2,0.04,Saturday,8
2014-08-24,27493,17.63,72.0,80.1,64.9,6.2,0.0,Sunday,8
2014-08-25,32892,13.79,75.4,86.0,64.9,4.4,0.0,Monday,8
2014-08-26,34519,13.52,79.0,86.0,68.0,4.6,0.0,Tuesday,8
2014-08-27,33721,13.68,79.0,89.1,71.1,7.0,0.0,Wednesday,8
2014-08-28,33927,13.82,76.5,89.1,70.0,8.9,0.0,Thursday,8
2014-08-29,31264,14.23,70.3,80.1,64.0,8.0,0.0,Friday,8
2014-08-30,22689,17.23,71.7,79.0,64.0,6.7,0.0,Saturday,8
2014-08-31,18053,17.05,77.4,91.9,66.9,9.4,0.0,Sunday,8
2014-09-01,23575,19.55,80.3,91.9,73.0,5.6,0.79,Monday,9
2014-09-02,30507,13.56,84.3,93.0,75.9,6.8,0.0,Tuesday,9
2014-09-03,35535,13.65,80.2,93.0,73.0,9.6,0.0,Wednesday,9
2014-09-04,36496,14.08,78.5,86.0,71.1,6.1,0.0,Thursday,9
2014-09-05,34831,14.27,78.3,86.0,71.1,8.0,0.0,Friday,9
2014-09-06,25833,15.77,80.8,91.0,73.0,8.0,0.0,Saturday,9
2014-09-07,29721,17.49,73.1,91.0,66.0,8.2,0.21,Sunday,9
2014-09-08,34335,14.3,71.0,80.1,64.9,9.4,0.0,Monday,9
2014-09-09,34518,13.62,68.1,77.0,64.0,12.5,0.0,Tuesday,9
2014-09-10,37653,14.18,68.5,75.0,62.6,9.3,0.0,Wednesday,9
2014-09-11,37081,13.38,73.8,84.0,63.0,9.1,0.0,Thursday,9
2014-09-12,37204,15.75,70.6,84.0,63.0,9.6,0.0,Friday,9
2014-09-13,17293,15.21,65.1,71.1,60.8,10.5,0.0,Saturday,9
2014-09-14,28688,17.44,62.1,71.1,55.0,7.4,0.19,Sunday,9
2014-09-15,35045,14.66,63.6,73.0,55.0,6.5,0.0,Monday,9
2014-09-16,25633,13.02,63.9,73.0,55.0,5.6,0.01,Tuesday,9
2014-09-17,37453,13.74,65.9,73.0,57.9,4.3,0.41,Wednesday,9
2014-09-18,37381,15.11,67.6,75.0,59.0,4.6,0.0,Thursday,9
2014-09-19,34713,13.76,62.1,75.0,55.0,10.3,0.0,Friday,9
2014-09-20,30011,16.83,65.0,73.9,55.0,9.1,0.0,Saturday,9
2014-09-21,26080,16.31,70.4,77.0,57.9,3.5,0.21,Sunday,9
2014-09-22,33239,13.49,68.8,77.0,61.0,11.1,0.0,Monday,9
2014-09-23,36347,14.32,60.9,73.0,54.0,7.0,0.0,Tuesday,9
2014-09-24,35481,14.16,65.0,73.0,54.0,8.1,0.0,Wednesday,9
2014-09-25,16650,12.31,62.6,70.0,57.9,13.0,0.02,Thursday,9
2014-09-26,35116,14.92,66.4,77.0,57.9,7.0,0.15,Friday,9
2014-09-27,30193,18.08,72.6,82.9,60.1,3.6,0.0,Saturday,9
2014-09-28,29021,18.3,73.4,84.0,64.9,3.2,0.0,Sunday,9
2014-09-29,33161,15.07,72.7,84.0,64.9,4.1,0.0,Monday,9
2014-09-30,35093,15.19,69.0,73.9,64.4,6.2,0.0,Tuesday,9
2014-10-01,27942,12.34,63.3,66.2,60.8,8.4,0.04,Wednesday,10
2014-10-02,34492,14.13,63.3,68.0,60.1,9.1,0.0,Thursday,10
2014-10-03,34944,15.28,62.4,69.1,57.0,6.8,0.0,Friday,10
2014-10-04,13354,14.13,65.0,71.1,57.0,10.0,0.07,Saturday,10
2014-10-05,23456,15.74,54.2,71.1,46.9,12.2,0.98,Sunday,10
2014-10-06,31742,13.73,59.2,71.1,46.9,8.5,0.0,Monday,10
2014-10-07,32892,13.51,67.1,72.0,51.1,11.4,0.0,Tuesday,10
2014-10-08,33607,16.68,67.6,73.0,64.0,13.5,0.06,Wednesday,10
2014-10-09,32203,13.68,64.2,73.0,57.9,12.6,0.03,Thursday,10
2014-10-10,30887,14.82,60.3,69.1,54.0,6.5,0.0,Friday,10
2014-10-11,12965,14.3,56.2,62.1,51.8,6.2,0.13,Saturday,10
2014-10-12,23394,17.59,55.1,62.1,48.9,5.3,0.2,Sunday,10
2014-10-13,22752,13.44,58.8,66.0,48.9,4.4,0.0,Monday,10
2014-10-14,32614,18.75,67.6,75.9,53.1,8.5,0.03,Tuesday,10
2014-10-15,28743,13.51,71.9,78.1,64.0,12.9,0.0,Wednesday,10
2014-10-16,26754,13.59,69.8,78.1,64.9,11.0,0.72,Thursday,10
2014-10-17,34132,15.25,65.8,72.0,61.0,8.7,0.08,Friday,10
2014-10-18,24978,17.85,64.1,72.0,60.1,8.9,0.0,Saturday,10
2014-10-19,18840,14.55,54.5,70.0,48.0,14.8,0.0,Sunday,10
2014-10-20,27914,17.18,49.8,61.0,44.1,8.4,0.0,Monday,10
2014-10-21,31330,13.24,60.0,68.0,44.1,5.6,0.0,Tuesday,10
2014-10-22,9169,11.84,57.0,68.0,52.0,11.5,0.35,Wednesday,10
2014-10-23,13371,12.23,52.2,59.0,51.1,15.6,1.0,Thursday,10
2014-10-24,29837,13.54,54.7,62.1,51.1,11.2,0.23,Friday,10
2014-10-25,24952,16.56,58.7,68.0,51.1,8.3,0.0,Saturday,10
2014-10-26,20768,15.55,59.6,68.0,52.0,13.3,0.0,Sunday,10
2014-10-27,28806,14.05,57.0,64.0,51.1,11.0,0.0,Monday,10
2014-10-28,32956,12.99,60.4,72.0,51.1,6.1,0.0,Tuesday,10
2014-10-29,29999,12.75,64.2,72.0,53.1,7.1,0.0,Wednesday,10
2014-10-30,31133,13.21,54.0,72.0,50.0,8.4,0.0,Thursday,10
2014-10-31,27785,18.07,49.9,57.9,45.0,9.3,0.0,Friday,10
2014-11-01,6002,11.19,48.1,55.0,45.0,15.1,0.05,Saturday,11
2014-11-02,14100,16.12,44.6,48.0,42.1,19.4,0.17,Sunday,11
2014-11-03,26757,13.75,48.1,62.1,41.0,13.6,0.0,Monday,11
2014-11-04,31174,13.31,60.2,69.1,41.0,8.5,0.0,Tuesday,11
2014-11-05,30539,14.53,61.4,69.1,55.0,9.0,0.0,Wednesday,11
2014-11-06,12283,12.07,52.7,64.0,48.0,5.3,0.13,Thursday,11
2014-11-07,25355,12.32,49.6,59.0,45.0,12.9,0.21,Friday,11
2014-11-08,17443,14.52,42.4,52.0,37.9,11.0,0.0,Saturday,11
2014-11-09,18207,15.17,49.9,57.0,37.9,6.2,0.0,Sunday,11
2014-11-10,27655,12.95,51.8,61.0,42.1,3.4,0.0,Monday,11
2014-11-11,29358,12.82,54.9,64.0,42.1,5.0,0.0,Tuesday,11
2014-11-12,27807,12.88,58.7,66.0,46.9,5.6,0.0,Wednesday,11
2014-11-13,20652,14.0,45.7,66.0,39.9,5.3,0.0,Thursday,11
2014-11-14,21082,12.61,39.3,48.0,36.0,12.4,0.2,Friday,11
2014-11-15,14057,12.99,37.8,43.0,34.0,9.7,0.03,Saturday,11
2014-11-16,13272,13.05,39.4,44.1,34.0,5.4,0.0,Sunday,11
2014-11-17,8116,12.37,43.6,53.1,35.1,5.8,0.51,Monday,11
2014-11-18,16691,11.1,37.1,53.1,28.0,16.2,1.0,Tuesday,11
2014-11-19,16694,13.01,26.7,46.0,21.9,12.9,0.0,Wednesday,11
2014-11-20,20611,12.01,38.1,46.0,21.9,11.2,0.0,Thursday,11
2014-11-21,17806,10.81,33.1,46.0,28.0,15.8,0.0,Friday,11
2014-11-22,12682,13.61,34.3,43.0,28.0,8.8,0.0,Saturday,11
2014-11-23,15669,14.32,46.9,55.0,28.9,7.9,0.0,Sunday,11
2014-11-24,23031,12.73,57.5,64.0,44.1,10.6,0.61,Monday,11
2014-11-25,25580,14.14,60.1,66.9,48.9,9.7,0.0,Tuesday,11
2014-11-26,3675,12.76,44.0,53.1,33.8,9.8,0.0,Wednesday,11
2014-11-27,3945,11.86,36.5,51.1,34.0,11.3,1.07,Thursday,11
2014-11-28,8378,11.87,34.4,37.9,30.9,13.1,0.01,Friday,11
2014-11-29,8183,11.97,31.4,37.0,28.9,5.9,0.0,Saturday,11
2014-11-30,12384,14.76,46.5,53.1,28.9,7.7,0.0,Sunday,11
2014-12-01,18519,12.89,55.4,64.0,44.1,7.6,0.0,Monday,12
2014-12-02,15367,11.43,39.7,46.0,35.1,12.3,0.05,Tuesday,12
2014-12-03,13472,14.23,43.5,46.9,35.1,8.3,0.12,Wednesday,12
2014-12-04,21335,11.88,42.0,46.9,37.9,11.3,0.09,Thursday,12
2014-12-05,15818,12.19,38.4,46.0,34.0,9.3,0.0,Friday,12
2014-12-06,4047,13.02,44.9,48.9,34.0,4.1,0.7,Saturday,12
2014-12-07,10510,11.94,39.4,48.9,34.0,15.3,1.14,Sunday,12
2014-12-08,15557,11.21,29.8,34.0,24.8,13.7,0.03,Monday,12
2014-12-09,6713,11.4,38.7,45.0,25.0,18.1,0.45,Tuesday,12
2014-12-10,10399,11.29,38.6,45.0,32.0,14.8,2.26,Wednesday,12
2014-12-11,18141,11.96,34.2,37.0,30.2,14.9,0.02,Thursday,12
2014-12-12,17892,11.39,34.5,37.9,30.9,12.7,0.03,Friday,12
2014-12-13,12549,16.93,37.2,44.1,32.0,13.7,0.0,Saturday,12
2014-12-14,11941,13.48,40.4,45.0,35.1,11.3,0.0,Sunday,12
2014-12-15,19382,11.99,41.6,48.9,37.0,5.9,0.0,Monday,12
2014-12-16,16816,11.87,41.5,48.9,36.0,5.6,0.0,Tuesday,12
2014-12-17,20346,11.69,46.5,53.1,36.0,8.6,0.19,Wednesday,12
2014-12-18,19051,11.24,41.0,53.1,37.9,15.4,0.03,Thursday,12
2014-12-19,17200,11.37,36.8,43.0,33.1,13.5,0.0,Friday,12
2014-12-20,9582,11.22,31.9,37.9,30.0,7.8,0.0,Saturday,12
2014-12-21,8747,12.43,33.1,36.0,30.0,5.7,0.0,Sunday,12
2014-12-22,13560,12.2,37.9,43.0,32.0,7.1,0.0,Monday,12
2014-12-23,9422,11.7,44.1,46.4,42.8,9.9,0.17,Tuesday,12
2014-12-24,4285,11.68,44.5,54.0,42.8,7.8,0.08,Wednesday,12
2014-12-25,4890,18.96,52.6,63.0,43.0,12.0,0.71,Thursday,12
2014-12-26,9895,14.2,45.3,63.0,39.9,9.4,0.07,Friday,12
2014-12-27,10247,16.14,47.4,55.0,39.9,4.6,0.0,Saturday,12
2014-12-28,7902,13.04,48.1,55.0,42.1,6.8,0.0,Sunday,12
2014-12-29,13549,13.28,41.3,52.0,37.9,10.0,0.1,Monday,12
2014-12-30,12196,11.5,32.6,44.1,28.9,8.0,0.0,Tuesday,12
2014-12-31,9739,12.68,29.4,35.1,27.0,7.8,0.0,Wednesday,12
2015-01-01,5317,13.36,31.2,39.0,27.0,11.5,0.0,Thursday,1
2015-01-02,11304,12.19,38.6,42.1,27.0,12.6,0.0,Friday,1
2015-01-03,4478,10.92,35.2,42.1,30.9,8.1,0.0,Saturday,1
2015-01-04,7849,11.33,45.1,57.0,30.9,8.4,0.85,Sunday,1
2015-01-05,14506,10.63,42.5,57.0,28.9,18.2,0.13,Monday,1
2015-01-06,8739,10.58,21.2,28.9,17.6,8.7,0.0,Tuesday,1
2015-01-07,9646,9.82,21.7,25.0,15.1,14.8,0.05,Wednesday,1
2015-01-08,8779,9.93,13.2,25.0,8.1,14.6,0.0,Thursday,1
2015-01-09,7930,10.61,24.0,33.1,8.1,13.3,0.0,Friday,1
2015-01-10,6109,9.93,21.7,33.1,17.1,13.3,0.06,Saturday,1
2015-01-11,7467,10.38,24.8,37.0,17.1,8.5,0.0,Sunday,1
2015-01-12,8645,10.39,36.0,37.9,19.0,5.6,0.0,Monday,1
2015-01-13,12797,10.31,30.2,39.0,19.0,12.1,0.39,Tuesday,1
2015-01-14,13086,10.38,22.0,36.0,17.1,9.1,0.0,Wednesday,1
2015-01-15,14075,10.56,29.5,34.0,17.1,7.6,0.0,Thursday,1
2015-01-16,13843,10.42,34.0,42.1,25.0,13.0,0.0,Friday,1
2015-01-17,7491,10.95,22.3,42.1,17.1,11.8,0.0,Saturday,1
2015-01-18,1795,12.06,32.7,41.0,17.1,4.6,0.0,Sunday,1
2015-01-19,10710,11.53,39.4,43.0,28.9,12.3,1.98,Monday,1
2015-01-20,16129,10.8,37.2,42.1,34.0,9.6,0.0,Tuesday,1
2015-01-21,15234,10.45,30.5,39.9,25.0,7.0,0.0,Wednesday,1
2015-01-22,15864,10.68,34.0,39.0,25.0,5.3,0.0,Thursday,1
2015-01-23,15737,10.66,32.4,39.0,28.0,9.9,0.0,Friday,1
2015-01-24,4814,10.51,35.1,39.9,28.0,8.3,0.66,Saturday,1
2015-01-25,9379,12.02,37.6,42.1,32.0,12.8,0.07,Sunday,1
2015-01-26,4141,11.09,26.6,35.1,21.2,14.7,0.0,Monday,1
2015-01-27,1214,15.94,24.4,30.0,19.9,14.9,0.45,Tuesday,1
2015-01-28,5401,14.17,23.5,34.0,17.1,11.7,0.01,Wednesday,1
2015-01-29,8870,12.53,26.3,34.0,17.1,6.1,0.0,Thursday,1
2015-01-30,9015,10.86,33.9,37.0,21.0,10.8,0.07,Friday,1
2015-01-31,5188,10.45,20.4,37.0,12.9,21.5,0.01,Saturday,1
2015-02-01,6441,10.64,27.5,36.0,12.9,8.8,0.0,Sunday,2
2015-02-02,1459,15.35,29.6,36.0,19.9,11.2,0.84,Monday,2
2015-02-03,4754,12.79,19.3,33.1,14.0,13.4,0.26,Tuesday,2
2015-02-04,8973,11.63,30.0,39.9,14.0,5.6,0.0,Wednesday,2
2015-02-05,9208,10.39,33.2,41.0,21.0,12.1,0.0,Thursday,2
2015-02-06,8575,10.62,18.1,39.9,12.0,13.3,0.0,Friday,2
2015-02-07,6790,11.44,29.0,36.0,12.0,7.1,0.0,Saturday,2
2015-02-08,6662,11.12,33.0,36.0,26.1,8.9,0.01,Sunday,2
2015-02-09,5160,10.57,28.9,35.6,25.9,15.3,0.03,Monday,2
2015-02-10,10328,10.64,29.9,39.0,26.1,11.0,0.04,Tuesday,2
2015-02-11,11439,10.82,28.4,39.0,21.9,9.3,0.0,Wednesday,2
2015-02-12,11269,10.8,32.3,39.9,21.9,6.9,0.0,Thursday,2
2015-02-13,7642,10.38,17.6,39.9,9.0,18.2,0.0,Friday,2
2015-02-14,4614,10.43,22.9,32.0,9.0,7.1,0.0,Saturday,2
2015-02-15,2581,9.5,20.5,32.0,10.9,19.7,0.01,Sunday,2
2015-02-16,3998,9.93,10.2,26.1,3.9,15.4,0.0,Monday,2
2015-02-17,4784,10.82,19.4,28.0,3.9,6.6,0.11,Tuesday,2
2015-02-18,9170,10.8,24.2,30.9,14.0,5.0,0.02,Wednesday,2
2015-02-19,7799,9.93,22.0,30.9,15.1,14.9,0.0,Thursday,2
2015-02-20,6159,10.05,10.9,27.0,3.0,18.2,0.0,Friday,2
2015-02-21,3157,9.85,20.1,28.9,3.0,8.0,0.01,Saturday,2
2015-02-22,4274,11.95,34.1,42.1,14.0,3.7,0.71,Sunday,2
2015-02-23,7458,10.53,29.3,42.1,16.0,14.0,0.11,Monday,2
2015-02-24,7402,10.75,12.4,37.9,6.1,9.9,0.0,Tuesday,2
2015-02-25,10751,10.86,27.7,37.9,6.1,8.7,0.0,Wednesday,2
2015-02-26,9901,11.26,26.9,37.9,21.0,9.3,0.0,Thursday,2
2015-02-27,9864,11.0,23.7,32.0,19.0,7.3,0.0,Friday,2
2015-02-28,6318,10.82,22.1,30.0,15.1,7.2,0.0,Saturday,2
2015-03-01,2879,12.34,26.7,30.0,15.1,4.4,0.0,Sunday,3
2015-03-02,7283,11.29,32.2,37.9,24.1,9.0,0.48,Monday,3
2015-03-03,6533,12.7,28.4,37.9,24.1,9.8,0.0,Tuesday,3
2015-03-04,7514,11.67,38.9,46.9,24.1,8.0,0.73,Wednesday,3
2015-03-05,1637,15.43,32.9,44.1,21.2,8.6,0.46,Thursday,3
2015-03-06,5162,12.28,21.0,41.0,15.1,7.1,0.38,Friday,3
2015-03-07,5590,14.79,26.8,37.9,15.1,9.3,0.0,Saturday,3
2015-03-08,7898,13.69,40.2,48.0,35.1,8.4,0.0,Sunday,3
2015-03-09,14878,12.64,44.9,54.0,35.1,6.5,0.02,Monday,3
2015-03-10,11781,12.06,40.7,54.0,33.1,4.6,0.11,Tuesday,3
2015-03-11,19561,13.4,46.4,60.1,33.1,7.5,0.44,Wednesday,3
2015-03-12,17530,12.15,45.3,60.1,37.0,16.4,0.02,Thursday,3
2015-03-13,16145,12.06,37.1,46.9,30.9,8.4,0.0,Friday,3
2015-03-14,3906,12.15,43.6,51.8,37.4,7.1,0.21,Saturday,3
2015-03-15,8838,12.1,44.1,51.1,37.0,14.0,0.81,Sunday,3
2015-03-16,16787,11.89,40.2,51.1,36.0,9.3,0.0,Monday,3
2015-03-17,14857,11.78,47.9,54.0,36.0,10.6,0.0,Tuesday,3
2015-03-18,13842,11.33,33.7,37.9,28.9,19.6,0.01,Wednesday,3
2015-03-19,15446,12.82,33.5,42.1,28.0,10.7,0.0,Thursday,3
2015-03-20,8052,11.09,34.4,42.1,28.9,8.4,0.0,Friday,3
2015-03-21,9338,13.6,34.9,46.9,28.9,7.1,0.29,Saturday,3
2015-03-22,9676,12.48,39.9,48.0,28.9,13.8,0.01,Sunday,3
2015-03-23,13538,10.82,30.5,44.1,24.1,12.3,0.0,Monday,3
2015-03-24,16166,11.33,33.6,44.1,24.1,7.4,0.0,Tuesday,3
2015-03-25,14670,11.68,39.1,48.0,26.1,5.7,0.0,Wednesday,3
2015-03-26,14954,11.84,45.2,57.0,32.0,4.4,0.05,Thursday,3
2015-03-27,14107,11.58,44.9,57.0,37.9,7.7,0.52,Friday,3
2015-03-28,1107,12.67,37.6,46.0,33.1,10.7,0.28,Saturday,3
2015-03-29,9826,14.18,33.5,46.0,27.0,10.3,0.0,Sunday,3
2015-03-30,18075,12.11,42.2,55.0,27.0,10.8,0.0,Monday,3
2015-03-31,14250,12.69,42.8,55.0,34.0,9.6,0.0,Tuesday,3
2015-04-01,20146,13.22,39.8,51.1,34.0,8.5,0.14,Wednesday,4
2015-04-02,24227,20.77,49.9,63.0,34.0,8.4,0.0,Thursday,4
2015-04-03,14774,13.7,59.2,63.0,39.0,9.5,0.0,Friday,4
2015-04-04,14355,15.03,52.0,63.0,46.9,14.3,0.04,Saturday,4
2015-04-05,13799,18.11,50.1,62.1,43.0,11.2,0.0,Sunday,4
2015-04-06,23391,15.09,46.7,62.1,39.0,7.8,0.0,Monday,4
2015-04-07,16262,11.67,50.6,60.1,39.0,7.7,0.01,Tuesday,4
2015-04-08,17872,13.85,43.0,57.0,39.9,12.3,0.16,Wednesday,4
2015-04-09,16546,11.79,39.3,46.0,37.0,12.4,0.0,Thursday,4
2015-04-10,16317,12.31,43.0,57.2,39.2,6.9,0.25,Friday,4
2015-04-11,18643,16.44,55.3,57.2,51.1,14.7,0.24,Saturday,4
2015-04-12,19954,19.1,51.3,64.9,44.1,7.6,0.0,Sunday,4
2015-04-13,24925,15.16,55.6,64.9,44.1,8.0,0.0,Monday,4
2015-04-14,22703,12.63,59.3,64.9,46.9,7.0,0.0,Tuesday,4
2015-04-15,27594,16.24,59.1,70.0,51.1,7.4,0.0,Wednesday,4
2015-04-16,27180,13.47,56.5,70.0,46.9,7.4,0.0,Thursday,4
2015-04-17,24175,15.09,59.7,71.1,46.9,9.0,0.08,Friday,4
2015-04-18,28174,22.17,66.0,79.0,54.0,5.7,0.0,Saturday,4
2015-04-19,21475,18.13,57.6,79.0,50.0,8.8,0.0,Sunday,4
2015-04-20,11202,11.98,50.6,61.0,45.0,13.2,0.0,Monday,4
2015-04-21,24868,16.3,57.4,66.9,45.0,9.0,0.95,Tuesday,4
2015-04-22,21997,12.9,58.8,66.9,50.0,8.9,0.07,Wednesday,4
2015-04-23,22074,14.4,47.4,66.9,42.1,13.5,0.1,Thursday,4
2015-04-24,20981,14.68,43.4,50.0,39.0,16.1,0.0,Friday,4
2015-04-25,21082,18.38,46.1,60.1,39.0,11.8,0.0,Saturday,4
2015-04-26,21594,19.0,52.0,61.0,39.0,5.2,0.0,Sunday,4
2015-04-27,25501,13.12,53.8,61.0,45.0,9.9,0.0,Monday,4
2015-04-28,29795,14.79,57.2,72.0,48.9,11.5,0.0,Tuesday,4
2015-04-29,31532,14.74,64.2,75.9,51.1,8.8,0.0,Wednesday,4
2015-04-30,29252,15.55,52.4,75.9,46.9,13.1,0.0,Thursday,4
2015-05-01,27924,14.36,52.6,64.0,46.9,7.6,0.0,Friday,5
2015-05-02,25743,19.35,53.9,69.1,48.0,4.7,0.0,Saturday,5
2015-05-03,27694,20.46,59.5,75.9,48.0,6.4,0.0,Sunday,5
2015-05-04,32066,16.65,66.5,82.0,51.1,7.1,0.0,Monday,5
2015-05-05,33012,16.95,72.7,82.0,54.0,7.5,0.0,Tuesday,5
2015-05-06,30313,14.55,65.3,81.0,59.0,6.4,0.0,Wednesday,5
2015-05-07,34871,15.37,64.6,75.9,52.0,5.2,0.0,Thursday,5
2015-05-08,34304,16.28,64.2,79.0,52.0,6.3,0.0,Friday,5
2015-05-09,24329,19.64,58.0,79.0,53.1,8.4,0.0,Saturday,5
